year,team,conference,division,ranking,rating,source_year
2016,Alabama,SEC,West,1,33.5909660546146,2016
2016,Washington,Pac-12,North,2,27.2880505579715,2016
2016,Clemson,ACC,Atlantic,3,25.2604080772959,2016
2016,Michigan,Big Ten,East,4,24.0916014083985,2016
2016,Ohio State,Big Ten,East,5,23.2929520972127,2016
2016,LSU,SEC,West,6,21.2080450323098,2016
2016,USC,Pac-12,South,7,19.3643817199526,2016
2016,Wisconsin,Big Ten,West,8,17.930120223639,2016
2016,Florida State,ACC,Atlantic,9,17.4955221215209,2016
2016,Penn State,Big Ten,East,10,17.4879746171228,2016
2016,Louisville,ACC,Atlantic,11,17.2853109818589,2016
2016,Oklahoma,Big 12,,12,17.2134845290694,2016
2016,Miami,ACC,Coastal,13,16.8084437845902,2016
2016,Auburn,SEC,West,14,16.7907197781429,2016
2016,Washington State,Pac-12,North,15,15.4777914064518,2016
2016,Colorado,Pac-12,South,16,15.2611738154604,2016
2016,Virginia Tech,ACC,Coastal,17,14.956628450091,2016
2016,Western Michigan,Mid-American,West,18,13.4793842599415,2016
2016,Stanford,Pac-12,North,19,12.6886624356549,2016
2016,Oklahoma State,Big 12,,20,12.4161229292341,2016
2016,Florida,SEC,East,21,12.3887845408199,2016
2016,Texas A&M,SEC,West,22,11.4678757205457,2016
2016,Iowa,Big Ten,West,23,11.0199916533439,2016
2016,Pittsburgh,ACC,Coastal,24,10.5944254801065,2016
2016,Tennessee,SEC,East,25,10.4427100326983,2016
2016,West Virginia,Big 12,,26,10.4358013428621,2016
2016,North Carolina,ACC,Coastal,27,10.2092822804054,2016
2016,Western Kentucky,Conference USA,East,28,10.0921106819454,2016
2016,Northwestern,Big Ten,West,29,9.92458732097194,2016
2016,Kansas State,Big 12,,30,9.71369830781239,2016
2016,Utah,Pac-12,South,31,9.21966229726325,2016
2016,Minnesota,Big Ten,West,32,9.04073219302645,2016
2016,Temple,American Athletic,East,33,7.79586762611985,2016
2016,NC State,ACC,Atlantic,34,7.64172867058333,2016
2016,Georgia Tech,ACC,Coastal,35,7.32200059392706,2016
2016,BYU,FBS Independents,,36,7.31924800603024,2016
2016,South Florida,American Athletic,East,37,7.20727313797873,2016
2016,Boise State,Mountain West,Mountain,38,6.94901988885047,2016
2016,Nebraska,Big Ten,West,39,6.87178032436094,2016
2016,Notre Dame,FBS Independents,,40,6.44617550300473,2016
2016,Ole Miss,SEC,West,41,6.10582640632454,2016
2016,Tulsa,American Athletic,West,42,5.87904349441916,2016
2016,Houston,American Athletic,West,43,5.37204177299931,2016
2016,San Diego State,Mountain West,West,44,5.37175144651864,2016
2016,Toledo,Mid-American,West,45,4.98993693781041,2016
2016,App State,Sun Belt,,46,4.96843286695315,2016
2016,Georgia,SEC,East,47,4.71899551570444,2016
2016,TCU,Big 12,,48,4.28412900137947,2016
2016,Arkansas,SEC,West,49,4.1624853910264,2016
2016,Memphis,American Athletic,West,50,3.97130228592342,2016
2016,Baylor,Big 12,,51,3.85847550240111,2016
2016,Mississippi State,SEC,West,52,3.45548517941222,2016
2016,UCLA,Pac-12,South,53,3.42025145565521,2016
2016,Vanderbilt,SEC,East,54,2.6184920489754,2016
2016,Texas,Big 12,,55,2.59769625975196,2016
2016,Navy,American Athletic,West,56,2.4539236509197,2016
2016,Oregon,Pac-12,North,57,2.2041742780277,2016
2016,California,Pac-12,North,58,1.97095066689327,2016
2016,Oregon State,Pac-12,North,59,1.60151542799765,2016
2016,Troy,Sun Belt,,60,1.56028526728434,2016
2016,Louisiana Tech,Conference USA,West,61,1.54401530221678,2016
2016,Air Force,Mountain West,Mountain,62,1.24413167042028,2016
2016,Colorado State,Mountain West,Mountain,63,1.16686300007913,2016
2016,Michigan State,Big Ten,East,64,1.14983646863316,2016
2016,Texas Tech,Big 12,,65,1.00437796529513,2016
2016,Indiana,Big Ten,East,66,0.964736595035601,2016
2016,Kentucky,SEC,East,67,0.250433351991331,2016
2016,Wake Forest,ACC,Atlantic,68,0.229473491449829,2016
2016,Maryland,Big Ten,East,69,-0.782979072147935,2016
2016,Duke,ACC,Coastal,70,-0.983639864705779,2016
2016,UCF,American Athletic,East,71,-1.15978341223176,2016
2016,Arkansas State,Sun Belt,,72,-1.1979580664355,2016
2016,Iowa State,Big 12,,73,-1.71218230642298,2016
2016,Wyoming,Mountain West,Mountain,74,-1.90093717178037,2016
2016,Arizona State,Pac-12,South,75,-2.14001802841997,2016
2016,Boston College,ACC,Atlantic,76,-2.39562977344233,2016
2016,South Carolina,SEC,East,77,-2.83243258319577,2016
2016,Northern Illinois,Mid-American,West,78,-3.17398896545236,2016
2016,Missouri,SEC,East,79,-3.61081264315853,2016
2016,Idaho,Sun Belt,,80,-4.14721652641567,2016
2016,Old Dominion,Conference USA,East,81,-4.1842763802168,2016
2016,Ohio,Mid-American,East,82,-4.57662325532245,2016
2016,Arizona,Pac-12,South,83,-4.90379928728076,2016
2016,Army,FBS Independents,,84,-5.23833283288768,2016
2016,New Mexico,Mountain West,Mountain,85,-5.3497250531459,2016
2016,Virginia,ACC,Coastal,86,-5.35803356528149,2016
2016,Syracuse,ACC,Atlantic,87,-6.88623754801191,2016
2016,Miami (OH),Mid-American,East,88,-7.07463989628732,2016
2016,UTSA,Conference USA,West,89,-7.34721318830964,2016
2016,Georgia Southern,Sun Belt,,90,-7.81579865860589,2016
2016,SMU,American Athletic,West,91,-8.33634219854246,2016
2016,Eastern Michigan,Mid-American,West,92,-8.72409398985751,2016
2016,Southern Miss,Conference USA,West,93,-8.77826627781831,2016
2016,Central Michigan,Mid-American,West,94,-9.09453952526874,2016
2016,Utah State,Mountain West,Mountain,95,-9.29726200658449,2016
2016,Middle Tennessee,Conference USA,East,96,-9.3881597580781,2016
2016,Louisiana,Sun Belt,,97,-9.84118661985666,2016
2016,South Alabama,Sun Belt,,98,-10.0200896883735,2016
2016,Illinois,Big Ten,West,99,-10.0826285377318,2016
2016,Tulane,American Athletic,West,100,-10.3280185906873,2016
2016,Kent State,Mid-American,East,101,-10.5037917058314,2016
2016,Rutgers,Big Ten,East,102,-10.943587006571,2016
2016,Hawai'i,Mountain West,West,103,-11.4425112541058,2016
2016,Akron,Mid-American,East,104,-11.6409521720859,2016
2016,Cincinnati,American Athletic,East,105,-11.684403612296,2016
2016,Ball State,Mid-American,West,106,-12.2033638339111,2016
2016,Purdue,Big Ten,West,107,-12.6826430411991,2016
2016,Bowling Green,Mid-American,East,108,-12.7386297164621,2016
2016,East Carolina,American Athletic,East,109,-13.1862205404302,2016
2016,Nevada,Mountain West,West,110,-13.6989851585147,2016
2016,Georgia State,Sun Belt,,111,-14.6389784933595,2016
2016,UNLV,Mountain West,West,112,-15.2844267126864,2016
2016,Kansas,Big 12,,113,-15.6630652216379,2016
2016,North Texas,Conference USA,West,114,-16.5075815249903,2016
2016,Massachusetts,FBS Independents,,115,-17.0026154201823,2016
2016,San José State,Mountain West,West,116,-17.2147176401644,2016
2016,UConn,American Athletic,East,117,-17.4699291685785,2016
2016,New Mexico State,Sun Belt,,118,-18.5960332199423,2016
2016,Florida International,Conference USA,East,119,-19.1137193361212,2016
2016,Charlotte,Conference USA,East,120,-19.6006376881824,2016
2016,UL Monroe,Sun Belt,,121,-19.6154685511281,2016
2016,Marshall,Conference USA,East,122,-20.0244313143606,2016
2016,Florida Atlantic,Conference USA,East,123,-20.0269984643843,2016
2016,Fresno State,Mountain West,West,124,-20.5376723544043,2016
2016,Rice,Conference USA,West,125,-20.6010344688383,2016
2016,UTEP,Conference USA,West,126,-21.2956131028673,2016
2016,Buffalo,Mid-American,East,127,-22.7968684591142,2016
2016,Texas State,Sun Belt,,128,-29.2318381303815,2016
2017,Georgia,SEC,East,1,27.0164531385255,2017
2017,Alabama,SEC,West,2,26.3060179322481,2017
2017,Clemson,ACC,Atlantic,3,25.9111063647982,2017
2017,Penn State,Big Ten,East,4,25.5987528157465,2017
2017,Ohio State,Big Ten,East,5,25.5778370246385,2017
2017,Wisconsin,Big Ten,West,6,24.7492194308228,2017
2017,Auburn,SEC,West,7,23.6191305799199,2017
2017,Oklahoma,Big 12,,8,22.6831040775295,2017
2017,Notre Dame,FBS Independents,,9,21.959653081204,2017
2017,UCF,American Athletic,East,10,20.6959054358322,2017
2017,Washington,Pac-12,North,11,20.0662803526103,2017
2017,Oklahoma State,Big 12,,12,18.425085780182,2017
2017,TCU,Big 12,,13,16.7864365163013,2017
2017,Iowa,Big Ten,West,14,16.2756896302117,2017
2017,Miami,ACC,Coastal,15,15.8091999269009,2017
2017,Virginia Tech,ACC,Coastal,16,14.813382014659,2017
2017,Iowa State,Big 12,,17,14.2790223637207,2017
2017,Mississippi State,SEC,West,18,14.0870176819688,2017
2017,Wake Forest,ACC,Atlantic,19,13.7873319551826,2017
2017,NC State,ACC,Atlantic,20,13.6723026611975,2017
2017,Louisville,ACC,Atlantic,21,13.2800344564996,2017
2017,Northwestern,Big Ten,West,22,13.1430488250108,2017
2017,Michigan,Big Ten,East,23,12.9120986672868,2017
2017,Michigan State,Big Ten,East,24,12.785506440005,2017
2017,Stanford,Pac-12,North,25,12.5403389470165,2017
2017,LSU,SEC,West,26,12.064126228206,2017
2017,USC,Pac-12,South,27,11.8614513068255,2017
2017,Boston College,ACC,Atlantic,28,11.1763068016829,2017
2017,Texas,Big 12,,29,11.1331117875227,2017
2017,Purdue,Big Ten,West,30,10.8313399208933,2017
2017,Memphis,American Athletic,West,31,10.5167012900206,2017
2017,Florida State,ACC,Atlantic,32,10.0831350696218,2017
2017,Florida Atlantic,Conference USA,East,33,9.54547051192018,2017
2017,South Florida,American Athletic,East,34,8.9384687841088,2017
2017,Georgia Tech,ACC,Coastal,35,8.6666464681641,2017
2017,Duke,ACC,Coastal,36,8.34258064029621,2017
2017,Boise State,Mountain West,Mountain,37,7.68447172099942,2017
2017,Utah,Pac-12,South,38,7.3204491486255,2017
2017,South Carolina,SEC,East,39,7.29522125966418,2017
2017,Kansas State,Big 12,,40,7.27275434272494,2017
2017,Washington State,Pac-12,North,41,6.5577653232264,2017
2017,West Virginia,Big 12,,42,6.50630147216285,2017
2017,Navy,American Athletic,West,43,6.05995127040955,2017
2017,Indiana,Big Ten,East,44,5.99142470678407,2017
2017,Texas A&M,SEC,West,45,5.43885846914921,2017
2017,Missouri,SEC,East,46,5.33086334455447,2017
2017,Texas Tech,Big 12,,47,4.76658949752651,2017
2017,Oregon,Pac-12,North,48,4.59333163396184,2017
2017,Pittsburgh,ACC,Coastal,49,3.89430903036652,2017
2017,Toledo,Mid-American,West,50,3.83864286873888,2017
2017,Arizona,Pac-12,South,51,3.41128037170948,2017
2017,Fresno State,Mountain West,West,52,3.31817852056457,2017
2017,San Diego State,Mountain West,West,53,3.14522315454417,2017
2017,Ohio,Mid-American,East,54,2.83564605816735,2017
2017,Minnesota,Big Ten,West,55,2.82346139898999,2017
2017,Houston,American Athletic,West,56,2.70636856766759,2017
2017,Arizona State,Pac-12,South,57,2.58581672689037,2017
2017,California,Pac-12,North,58,1.94250968331527,2017
2017,Ole Miss,SEC,West,59,1.62888776088941,2017
2017,App State,Sun Belt,,60,1.59446064798994,2017
2017,Troy,Sun Belt,,61,1.24301689477253,2017
2017,Syracuse,ACC,Atlantic,62,1.02534234907904,2017
2017,Army,FBS Independents,,63,0.874934707123565,2017
2017,UCLA,Pac-12,South,64,0.804297831536296,2017
2017,Kentucky,SEC,East,65,0.549817600954807,2017
2017,Northern Illinois,Mid-American,West,66,-0.143387687415995,2017
2017,Virginia,ACC,Coastal,67,-0.798333783964875,2017
2017,Maryland,Big Ten,East,68,-0.839542478780622,2017
2017,Florida,SEC,East,69,-0.894821131058979,2017
2017,Nebraska,Big Ten,West,70,-0.915860501685762,2017
2017,Temple,American Athletic,East,71,-1.58837956154596,2017
2017,SMU,American Athletic,West,72,-1.96021587452081,2017
2017,North Carolina,ACC,Coastal,73,-2.27528441097481,2017
2017,Wyoming,Mountain West,Mountain,74,-2.33538660669602,2017
2017,Colorado State,Mountain West,Mountain,75,-2.56529382428112,2017
2017,Marshall,Conference USA,East,76,-2.65534074964455,2017
2017,Colorado,Pac-12,South,77,-2.7787592103272,2017
2017,Arkansas State,Sun Belt,,78,-2.91013159634995,2017
2017,Tulane,American Athletic,West,79,-3.56130432375264,2017
2017,Eastern Michigan,Mid-American,West,80,-4.22235512147387,2017
2017,Baylor,Big 12,,81,-4.24401443111903,2017
2017,Buffalo,Mid-American,East,82,-4.2859791396084,2017
2017,Western Michigan,Mid-American,West,83,-4.37778804624496,2017
2017,Arkansas,SEC,West,84,-4.73081024990518,2017
2017,Vanderbilt,SEC,East,85,-5.0582764260831,2017
2017,Utah State,Mountain West,Mountain,86,-5.2024435474912,2017
2017,Louisiana Tech,Conference USA,West,87,-5.27065712930085,2017
2017,Central Michigan,Mid-American,West,88,-5.55123965582888,2017
2017,Rutgers,Big Ten,East,89,-6.14533379922621,2017
2017,Tennessee,SEC,East,90,-7.33428019414813,2017
2017,Air Force,Mountain West,Mountain,91,-7.83373014581196,2017
2017,North Texas,Conference USA,West,92,-8.24512910286371,2017
2017,Miami (OH),Mid-American,East,93,-8.43381464777958,2017
2017,Tulsa,American Athletic,West,94,-8.69565062090988,2017
2017,Middle Tennessee,Conference USA,East,95,-8.84784699875761,2017
2017,Akron,Mid-American,East,96,-8.90010958104075,2017
2017,UTSA,Conference USA,West,97,-9.00576320290248,2017
2017,Nevada,Mountain West,West,98,-9.19169312601915,2017
2017,Southern Miss,Conference USA,West,99,-9.67398238289108,2017
2017,UNLV,Mountain West,West,100,-9.85757304019206,2017
2017,Massachusetts,FBS Independents,,101,-10.2791481679134,2017
2017,BYU,FBS Independents,,102,-10.578498435647,2017
2017,Florida International,Conference USA,East,103,-10.9290355804247,2017
2017,New Mexico State,Sun Belt,,104,-11.2451848556458,2017
2017,Illinois,Big Ten,West,105,-11.3841536175125,2017
2017,Georgia State,Sun Belt,,106,-12.5615617114764,2017
2017,Cincinnati,American Athletic,East,107,-12.582052767938,2017
2017,UL Monroe,Sun Belt,,108,-12.7437987384737,2017
2017,UConn,American Athletic,East,109,-13.523028033366,2017
2017,UAB,Conference USA,West,110,-13.6410495993802,2017
2017,Bowling Green,Mid-American,East,111,-14.2654834287816,2017
2017,East Carolina,American Athletic,East,112,-14.7869214143453,2017
2017,Idaho,Sun Belt,,113,-14.9334981182654,2017
2017,Western Kentucky,Conference USA,East,114,-14.9641077425108,2017
2017,New Mexico,Mountain West,Mountain,115,-16.1953209796155,2017
2017,South Alabama,Sun Belt,,116,-16.2958488907452,2017
2017,Oregon State,Pac-12,North,117,-16.5419833900057,2017
2017,Coastal Carolina,Sun Belt,,118,-17.3502876662125,2017
2017,Kansas,Big 12,,119,-17.3733820173736,2017
2017,Georgia Southern,Sun Belt,,120,-17.3817188452838,2017
2017,Louisiana,Sun Belt,,121,-20.0047772392452,2017
2017,Hawai'i,Mountain West,West,122,-20.3151412525504,2017
2017,Old Dominion,Conference USA,East,123,-20.610412699361,2017
2017,Kent State,Mid-American,East,124,-22.6896687324436,2017
2017,Rice,Conference USA,West,125,-24.4422751272538,2017
2017,Texas State,Sun Belt,,126,-25.0089248440515,2017
2017,Charlotte,Conference USA,East,127,-25.4352243392068,2017
2017,San José State,Mountain West,West,128,-26.7242165364593,2017
2017,Ball State,Mid-American,West,129,-27.915031088187,2017
2017,UTEP,Conference USA,West,130,-28.9472230820953,2017
2018,Alabama,SEC,West,1,33.5327042463214,2018
2018,Clemson,ACC,Atlantic,2,32.7059959299744,2018
2018,Georgia,SEC,East,3,26.2706652614136,2018
2018,Oklahoma,Big 12,,4,21.3999485607172,2018
2018,Mississippi State,SEC,West,5,19.8323291150704,2018
2018,Florida,SEC,East,6,19.2588532505304,2018
2018,Michigan,Big Ten,East,7,19.0241409567723,2018
2018,Missouri,SEC,East,8,18.8779384668495,2018
2018,LSU,SEC,West,9,18.3332724270277,2018
2018,Ohio State,Big Ten,East,10,18.0599350811724,2018
2018,West Virginia,Big 12,,11,17.9429059119813,2018
2018,Texas A&M,SEC,West,12,17.932921991502,2018
2018,Notre Dame,FBS Independents,,13,17.7430716435744,2018
2018,Iowa,Big Ten,West,14,15.3671837226169,2018
2018,Auburn,SEC,West,15,15.0330922527981,2018
2018,Penn State,Big Ten,East,16,14.9092181850175,2018
2018,UCF,American Athletic,East,17,14.8573048889344,2018
2018,Kentucky,SEC,East,18,14.6950441413547,2018
2018,Utah State,Mountain West,Mountain,19,13.9033400339094,2018
2018,Washington State,Pac-12,North,20,12.9467511875473,2018
2018,Fresno State,Mountain West,West,21,12.7978845268557,2018
2018,Washington,Pac-12,North,22,12.1724690722356,2018
2018,Syracuse,ACC,Atlantic,23,12.105286915107,2018
2018,Texas,Big 12,,24,12.0982617584398,2018
2018,Iowa State,Big 12,,25,11.352222118128,2018
2018,App State,Sun Belt,East,26,10.6563299032509,2018
2018,Utah,Pac-12,South,27,10.5676810732455,2018
2018,Vanderbilt,SEC,East,28,9.92576388347224,2018
2018,South Carolina,SEC,East,29,9.65238257014932,2018
2018,Oklahoma State,Big 12,,30,9.564103228225,2018
2018,Army,FBS Independents,,31,9.50839781189653,2018
2018,Boise State,Mountain West,Mountain,32,9.3240336559705,2018
2018,Wisconsin,Big Ten,West,33,8.8010659826997,2018
2018,Stanford,Pac-12,North,34,8.25699518642176,2018
2018,NC State,ACC,Atlantic,35,7.87620574495056,2018
2018,Virginia,ACC,Coastal,36,7.6330925270792,2018
2018,Purdue,Big Ten,West,37,7.62325096218693,2018
2018,Ohio,Mid-American,East,38,7.37917048107857,2018
2018,Cincinnati,American Athletic,East,39,7.34008522125488,2018
2018,Texas Tech,Big 12,,40,7.2642034290667,2018
2018,Miami,ACC,Coastal,41,6.89100899434925,2018
2018,Duke,ACC,Coastal,42,6.36280865238864,2018
2018,Northwestern,Big Ten,West,43,6.34600890131443,2018
2018,Michigan State,Big Ten,East,44,6.20117821309371,2018
2018,Pittsburgh,ACC,Coastal,45,5.81404423660701,2018
2018,Minnesota,Big Ten,West,46,5.50261574323855,2018
2018,Boston College,ACC,Atlantic,47,5.26657166104899,2018
2018,Oregon,Pac-12,North,48,5.16856110077245,2018
2018,Arizona State,Pac-12,South,49,4.39687039925173,2018
2018,TCU,Big 12,,50,4.32844794930985,2018
2018,Maryland,Big Ten,East,51,3.96216867686133,2018
2018,Kansas State,Big 12,,52,3.90194431893174,2018
2018,Temple,American Athletic,East,53,3.70047287070817,2018
2018,Ole Miss,SEC,West,54,3.45816331017397,2018
2018,Georgia Tech,ACC,Coastal,55,3.43042231678247,2018
2018,BYU,FBS Independents,,56,3.23929559980626,2018
2018,Baylor,Big 12,,57,2.63689040369011,2018
2018,Nebraska,Big Ten,West,58,2.51308492847771,2018
2018,Indiana,Big Ten,East,59,1.54505355943428,2018
2018,USC,Pac-12,South,60,1.28241750968645,2018
2018,Memphis,American Athletic,West,61,1.15728542679805,2018
2018,Tennessee,SEC,East,62,0.934055289857118,2018
2018,Wake Forest,ACC,Atlantic,63,0.82901143780098,2018
2018,UAB,Conference USA,West,64,0.647755822815336,2018
2018,Buffalo,Mid-American,East,65,0.493405803898169,2018
2018,California,Pac-12,North,66,0.309442121162968,2018
2018,Georgia Southern,Sun Belt,East,67,-0.405632803575051,2018
2018,Middle Tennessee,Conference USA,East,68,-0.858745453506089,2018
2018,Houston,American Athletic,West,69,-1.06325090018473,2018
2018,Kansas,Big 12,,70,-1.21339893967841,2018
2018,Troy,Sun Belt,East,71,-1.35254281412702,2018
2018,Toledo,Mid-American,West,72,-1.58113617237025,2018
2018,Marshall,Conference USA,East,73,-1.58849348533,2018
2018,Air Force,Mountain West,Mountain,74,-1.79067775241451,2018
2018,Miami (OH),Mid-American,East,75,-2.1978689827172,2018
2018,North Texas,Conference USA,West,76,-2.28023620818942,2018
2018,Colorado,Pac-12,South,77,-2.40756980016403,2018
2018,Wyoming,Mountain West,Mountain,78,-2.42107187652821,2018
2018,Virginia Tech,ACC,Coastal,79,-2.64869223882288,2018
2018,Arizona,Pac-12,South,80,-2.77840955815168,2018
2018,Arkansas State,Sun Belt,West,81,-2.78315571389982,2018
2018,Florida State,ACC,Atlantic,82,-2.80733525166506,2018
2018,Eastern Michigan,Mid-American,West,83,-3.39013326876502,2018
2018,Florida International,Conference USA,East,84,-3.41905684586853,2018
2018,Nevada,Mountain West,West,85,-3.90137750083293,2018
2018,UCLA,Pac-12,South,86,-3.95780204889263,2018
2018,Florida Atlantic,Conference USA,East,87,-4.03334750521993,2018
2018,Northern Illinois,Mid-American,West,88,-4.45948076547742,2018
2018,San Diego State,Mountain West,West,89,-4.81466267622986,2018
2018,Tulane,American Athletic,West,90,-5.35366113742525,2018
2018,North Carolina,ACC,Coastal,91,-6.49294936271597,2018
2018,Southern Miss,Conference USA,West,92,-6.77112557272478,2018
2018,Arkansas,SEC,West,93,-7.15777478158719,2018
2018,Louisiana,Sun Belt,West,94,-7.43107232004639,2018
2018,Louisiana Tech,Conference USA,West,95,-7.93638317877828,2018
2018,SMU,American Athletic,West,96,-9.37508260011845,2018
2018,Navy,American Athletic,West,97,-9.74060508344726,2018
2018,Hawai'i,Mountain West,West,98,-10.1206054963731,2018
2018,Western Michigan,Mid-American,West,99,-10.2607398918127,2018
2018,Liberty,FBS Independents,,100,-10.2638242878996,2018
2018,Illinois,Big Ten,West,101,-10.5213327355491,2018
2018,UL Monroe,Sun Belt,West,102,-10.9141068810248,2018
2018,South Florida,American Athletic,East,103,-10.9742818603665,2018
2018,Tulsa,American Athletic,West,104,-11.9906009780174,2018
2018,Charlotte,Conference USA,East,105,-12.1731256401174,2018
2018,Rutgers,Big Ten,East,106,-12.8899834922041,2018
2018,San José State,Mountain West,West,107,-14.0968213143407,2018
2018,Akron,Mid-American,East,108,-14.5105761133114,2018
2018,UNLV,Mountain West,West,109,-14.7413804642979,2018
2018,Colorado State,Mountain West,Mountain,110,-14.8908711044675,2018
2018,Western Kentucky,Conference USA,East,111,-15.2007234236182,2018
2018,New Mexico,Mountain West,Mountain,112,-15.3899105673124,2018
2018,Louisville,ACC,Atlantic,113,-15.4485203413512,2018
2018,East Carolina,American Athletic,East,114,-15.7031128967639,2018
2018,Coastal Carolina,Sun Belt,East,115,-15.8533270971039,2018
2018,Oregon State,Pac-12,North,116,-16.0449013818998,2018
2018,Ball State,Mid-American,West,117,-16.4331010167549,2018
2018,Massachusetts,FBS Independents,,118,-18.3943967516993,2018
2018,Old Dominion,Conference USA,East,119,-18.8766340192483,2018
2018,Central Michigan,Mid-American,West,120,-18.946332522748,2018
2018,Kent State,Mid-American,East,121,-19.3949918408822,2018
2018,Georgia State,Sun Belt,East,122,-19.4180001852797,2018
2018,Texas State,Sun Belt,West,123,-19.7872455914861,2018
2018,Bowling Green,Mid-American,East,124,-20.9507197404044,2018
2018,New Mexico State,FBS Independents,,125,-21.6928522780343,2018
2018,UTSA,Conference USA,West,126,-21.7845260267007,2018
2018,South Alabama,Sun Belt,West,127,-22.1441588947061,2018
2018,Rice,Conference USA,West,128,-23.9736162263957,2018
2018,UTEP,Conference USA,West,129,-24.7416161563248,2018
2018,UConn,American Athletic,East,130,-27.9048187371084,2018
2019,LSU,SEC,West,1,34.190488393092,2019
2019,Ohio State,Big Ten,East,2,32.7805589509572,2019
2019,Alabama,SEC,West,3,28.8471354077853,2019
2019,Clemson,ACC,Atlantic,4,28.6333665588542,2019
2019,Auburn,SEC,West,5,22.0979621711972,2019
2019,Georgia,SEC,East,6,21.7080707239678,2019
2019,Oregon,Pac-12,North,7,20.9534920860063,2019
2019,Oklahoma,Big 12,,8,20.0669936165283,2019
2019,Penn State,Big Ten,East,9,19.9825139334961,2019
2019,Wisconsin,Big Ten,West,10,19.8835063272648,2019
2019,Florida,SEC,East,11,19.8157293741929,2019
2019,Utah,Pac-12,South,12,18.8141079482363,2019
2019,Notre Dame,FBS Independents,,13,18.8069051499439,2019
2019,Michigan,Big Ten,East,14,18.0934383490598,2019
2019,Texas,Big 12,,15,15.9715403557231,2019
2019,Iowa,Big Ten,West,16,15.7369192549828,2019
2019,Washington,Pac-12,North,17,15.6389857367824,2019
2019,Minnesota,Big Ten,West,18,15.201015944865,2019
2019,Baylor,Big 12,,19,14.6776936441665,2019
2019,Memphis,American Athletic,West,20,14.4105350268685,2019
2019,Iowa State,Big 12,,21,13.6365484787066,2019
2019,UCF,American Athletic,East,22,13.2815235657011,2019
2019,Navy,American Athletic,West,23,12.902487989567,2019
2019,Texas A&M,SEC,West,24,12.0703178880482,2019
2019,App State,Sun Belt,East,25,11.49428224091,2019
2019,Oklahoma State,Big 12,,26,10.7794080025893,2019
2019,Kansas State,Big 12,,27,10.3885375186749,2019
2019,Air Force,Mountain West,Mountain,28,10.1848820707413,2019
2019,TCU,Big 12,,29,9.61554519755423,2019
2019,USC,Pac-12,South,30,9.48801154954635,2019
2019,Cincinnati,American Athletic,East,31,8.91577054764879,2019
2019,Boise State,Mountain West,Mountain,32,8.8630038098182,2019
2019,Florida Atlantic,Conference USA,East,33,8.14725637914066,2019
2019,Louisiana,Sun Belt,West,34,7.73557326547729,2019
2019,North Carolina,ACC,Coastal,35,7.70020704989305,2019
2019,SMU,American Athletic,West,36,7.66547556586291,2019
2019,Indiana,Big Ten,East,37,6.75594075564415,2019
2019,Washington State,Pac-12,North,38,6.6872375695115,2019
2019,Ole Miss,SEC,West,39,6.5414407255494,2019
2019,Virginia,ACC,Coastal,40,6.32897286307757,2019
2019,Arizona State,Pac-12,South,41,5.7264481097762,2019
2019,Kentucky,SEC,East,42,5.56595823986507,2019
2019,Michigan State,Big Ten,East,43,5.13204888707473,2019
2019,Mississippi State,SEC,West,44,4.95551011615039,2019
2019,Tulane,American Athletic,West,45,4.66752134173868,2019
2019,Virginia Tech,ACC,Coastal,46,4.52435830436928,2019
2019,Missouri,SEC,East,47,4.42704584952078,2019
2019,California,Pac-12,North,48,4.22459267942796,2019
2019,Tennessee,SEC,East,49,3.47974874173137,2019
2019,Nebraska,Big Ten,West,50,3.22652001650201,2019
2019,Oregon State,Pac-12,North,51,2.96911413042638,2019
2019,Wyoming,Mountain West,Mountain,52,2.53874839032514,2019
2019,Texas Tech,Big 12,,53,2.34908425964726,2019
2019,South Carolina,SEC,East,54,2.05706476931039,2019
2019,San Diego State,Mountain West,West,55,1.70127521494756,2019
2019,Miami,ACC,Coastal,56,1.05635215855028,2019
2019,Wake Forest,ACC,Atlantic,57,0.56055813753928,2019
2019,Florida State,ACC,Atlantic,58,0.175508818163483,2019
2019,Louisville,ACC,Atlantic,59,0.0896302208728734,2019
2019,Western Kentucky,Conference USA,East,60,-0.035878249679504,2019
2019,Houston,American Athletic,West,61,-0.133536026187489,2019
2019,Tulsa,American Athletic,West,62,-0.13469807580217,2019
2019,Illinois,Big Ten,West,63,-0.433716799395963,2019
2019,Purdue,Big Ten,West,64,-0.506503286200189,2019
2019,Pittsburgh,ACC,Coastal,65,-0.512775642268727,2019
2019,Buffalo,Mid-American,East,66,-0.968277285649364,2019
2019,Georgia Southern,Sun Belt,East,67,-0.992513817782303,2019
2019,BYU,FBS Independents,,68,-0.994033827030879,2019
2019,UCLA,Pac-12,South,69,-1.49285755198923,2019
2019,West Virginia,Big 12,,70,-1.65326365586264,2019
2019,Stanford,Pac-12,North,71,-1.93369479467345,2019
2019,Colorado,Pac-12,South,72,-2.16653795890312,2019
2019,Duke,ACC,Coastal,73,-2.24152948672034,2019
2019,Hawai'i,Mountain West,West,74,-2.32985511463356,2019
2019,Louisiana Tech,Conference USA,West,75,-2.6345215535332,2019
2019,Temple,American Athletic,East,76,-2.70400330768599,2019
2019,Boston College,ACC,Atlantic,77,-2.930569849568,2019
2019,Northwestern,Big Ten,West,78,-3.18719525619147,2019
